description,category
"TVS M12 Low Head Socket Head Cap Screw, Grade 8.8. ISO Metric 6g as per IS:4218. Conforms to IS:2269, DIN 912, ISO:4762. Low & Medium Carbon Boron steel, property class 8.8 as per IS:1367. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
M5 Stainless Steel 202 Grade Allen Countersunk Screw (Flat Head Socket Cap Screw). Sold per piece. MRP inclusive of 18% GST. 60% off MRP.,Screws
"GMF Brand (Ghanshyam Industries) SS 304 Stainless Steel M16 Allen Cap Screw (Socket Head Cap Screw). Metric thread. Hex socket drive. Corrosion resistant, suitable for machinery, equipment, and general industrial use. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Screws
"TVS UNC 3/8"" Socket Countersunk Head Cap Screw, Grade 12.9. UNC 2A thread as per BS:1580. Special grade alloy steel, hardness 36 HRc min. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS UNC 1/4"" Socket Head Cap Screw, Grade 12.9. UNC 2A thread as per BS:1580. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSW 1/4"" Socket Head Cap Screw (Bolt), Grade 12.9. British Standard Whitworth thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Countersunk Socket Head Cap Screw Metric M10, Property Class 12.9. Conforming to IS 6761, ISO 10642, DIN 7991. Fully threaded. 17 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Low Head Cap Screw Metric M20, Property Class 10.9. Conforming to DIN 7984, ASME B18.3.1M. Reduced head height for confined spaces. 9 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Head Cap Screw Inch BSW 7/8"", Property Class 12.9. Conforming to BS 2470. High grade alloy steel. 21 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M12 Socket Set Screw, available in Flat Point (ISO 4026), Cone Point (ISO 4027), Dog Point (ISO 4028), Plain Cup Point (ISO 4029) variants. Grade 45H, 5g6g metric thread. Special grade alloy steel, property class 45H as per ISO 898-5. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M6 Low Head Socket Head Cap Screw, Grade 8.8. ISO Metric 6g as per IS:4218. Conforms to IS:2269, DIN 912, ISO:4762. Low & Medium Carbon Boron steel, property class 8.8 as per IS:1367. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Low Head Cap Screw Metric M4, Property Class 10.9. Conforming to DIN 7984, ASME B18.3.1M. Reduced head height for confined spaces. 10 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Head Cap Screw Metric M6, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 13 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Countersunk Socket Head Cap Screw Metric M3, Property Class 12.9. Conforming to IS 6761, ISO 10642, DIN 7991. Fully threaded. 17 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M5 Socket Countersunk Head Cap Screw, Grade 12.9. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per IS:1367-3, ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Head Shoulder Screw M24(M20), Property Class 12.9. Conforming to BS 4168, DIN 9841, ISO 7379. Precision ground shoulder to h8 tolerance. 10 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M12 Low Head Socket Head Cap Screw. Conforms to DIN 7984. Material: 8.8 & 10.9 Grade Low Carbon Boron Steel / Medium Carbon Steel. Property class 12.9 as per ISO 898-1. Tensile load 80% of DIN EN ISO 898-1 values. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M30 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Head Cap Screw Metric M4, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 14 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS BSW 7/16"" Socket Head Cap Screw, Grade 12.9. British Standard Whitworth thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M4 Socket Set Screw, available in Flat Point (ISO 4026), Cone Point (ISO 4027), Dog Point (ISO 4028), Plain Cup Point (ISO 4029) variants. Grade 45H, 5g6g metric thread. Special grade alloy steel, property class 45H as per ISO 898-5. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Flange Button Head Socket Screw Metric M6, Property Class 12.9. Integral flange distributes clamping load. 1 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS UNC 5/16"" Socket Head Cap Screw, Grade 12.9. UNC 2A thread as per BS:1580. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M6 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSF/UNF 3/4"" Socket Head Cap Screw, Grade 12.9. BS Fine / UNF thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Set Screw (Grub Screw) Inch BSW 5/8"", Property Class 45H. Knurled cup point. Conforming to ASME/ANSI B18.3, BS 84. 11 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M4 Socket Countersunk Head Cap Screw, Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. ISO Metric 6G thread as per IS:4218. Low & Medium Carbon Boron Steel, property class 8.8 as per IS:1367. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"GMF Brand (Ghanshyam Industries) SS 316 Stainless Steel M5 Allen Cap Screw (Socket Head Cap Screw). Metric thread. Hex socket drive. Superior corrosion resistance, ideal for marine, chemical, and food processing environments. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Screws
"Unbrako Socket Low Head Cap Screw Metric M16, Property Class 10.9. Conforming to DIN 7984, ASME B18.3.1M. Reduced head height for confined spaces. 11 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"GMF Brand (Ghanshyam Industries) SS 316 Stainless Steel M4 Allen Cap Screw (Socket Head Cap Screw). Metric thread. Hex socket drive. Superior corrosion resistance, ideal for marine, chemical, and food processing environments. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Screws
"Unbrako Socket Set Screw (Grub Screw) Inch BSW 3/4"", Property Class 45H. Knurled cup point. Conforming to ASME/ANSI B18.3, BS 84. 9 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M12 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Head Shoulder Screw M16(M12), Property Class 12.9. Conforming to BS 4168, DIN 9841, ISO 7379. Precision ground shoulder to h8 tolerance. 8 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Set Screw (Grub Screw) Inch BSW 3/16"", Property Class 45H. Knurled cup point. Conforming to ASME/ANSI B18.3, BS 84. 12 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M4 Low Head Socket Head Cap Screw. Conforms to DIN 7984. Material: 8.8 & 10.9 Grade Low Carbon Boron Steel / Medium Carbon Steel. Property class 12.9 as per ISO 898-1. Tensile load 80% of DIN EN ISO 898-1 values. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M3 Socket Button Head Cap Screw, Grade 8.8. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Low & Medium Carbon Boron Steel, property class 8.8 as per ISO 898-1. Tensile load 80% of specified values in ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M42 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Available in lengths above 200mm. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
M12 Stainless Steel 202 Grade Allen Cap Screw (Socket Head Cap Screw). Sold per piece. MRP inclusive of 18% GST. 60% off MRP.,Screws
"TVS M10 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M5 Socket Set Screw, Knurled Cup Point, Grade 45H. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Conforms to ISO 4029. Special grade alloy steel, property class 45H as per ISO 898-5. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSW 1/2"" Socket Countersunk Head Cap Screw, Grade 12.9. BS Whitworth thread, medium fit as per BS:84. Special grade alloy steel, hardness 36-44 HRc. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSW 5/8"" Socket Countersunk Head Cap Screw, Grade 12.9. BS Whitworth thread, medium fit as per BS:84. Special grade alloy steel, hardness 36-44 HRc. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSF/UNF 3/16"" Socket Head Cap Screw, Grade 12.9. BS Fine / UNF thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Set Screw (Grub Screw) Inch BSW 3/8"", Property Class 45H. Knurled cup point. Conforming to ASME/ANSI B18.3, BS 84. 10 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"GMF Brand (Ghanshyam Industries) SS 304 Stainless Steel M8 Allen Cap Screw (Socket Head Cap Screw). Metric thread. Hex socket drive. Corrosion resistant, suitable for machinery, equipment, and general industrial use. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Screws
"GMF Brand (Ghanshyam Industries) SS 304 Stainless Steel M6 Allen Cap Screw (Socket Head Cap Screw). Metric thread. Hex socket drive. Corrosion resistant, suitable for machinery, equipment, and general industrial use. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Screws
"Unbrako Socket Head Cap Screw Metric M22, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 26 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Low Head Cap Screw Metric M5, Property Class 10.9. Conforming to DIN 7984, ASME B18.3.1M. Reduced head height for confined spaces. 8 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M8 Low Head Socket Head Cap Screw. Conforms to DIN 7984. Material: 8.8 & 10.9 Grade Low Carbon Boron Steel / Medium Carbon Steel. Property class 12.9 as per ISO 898-1. Tensile load 80% of DIN EN ISO 898-1 values. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M6 Socket Button Head Cap Screw, Grade 12.9. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
M6 Stainless Steel 202 Grade Allen Countersunk Screw (Flat Head Socket Cap Screw). Sold per piece. MRP inclusive of 18% GST. 60% off MRP.,Screws
"BSW 3/8"" Stainless Steel 202 Grade Allen Cap Screw. British Standard Whitworth thread. Sold per piece. MRP inclusive of 18% GST. 60% off MRP.",Screws
"Unbrako Socket Head Cap Screw Metric M20, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 30 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M8 Socket Button Head Cap Screw, Grade 12.9. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSW 1/4"" Socket Countersunk Head Cap Screw, Grade 12.9. BS Whitworth thread, medium fit as per BS:84. Special grade alloy steel, hardness 36-44 HRc. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
M4 Stainless Steel 202 Grade Allen Cap Screw (Socket Head Cap Screw). Sold per piece. MRP inclusive of 18% GST. 60% off MRP.,Screws
"TVS BSW 1/4"" Socket Head Cap Screw, Grade 12.9. British Standard Whitworth thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M16 Low Head Socket Head Cap Screw, Grade 8.8. ISO Metric 6g as per IS:4218. Conforms to IS:2269, DIN 912, ISO:4762. Low & Medium Carbon Boron steel, property class 8.8 as per IS:1367. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Countersunk Socket Head Cap Screw Metric M4, Property Class 12.9. Conforming to IS 6761, ISO 10642, DIN 7991. Fully threaded. 12 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Head Cap Screw Metric M2, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 7 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M14 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Head Cap Screw Inch BSW 3/4"", Property Class 12.9. Conforming to BS 2470. High grade alloy steel. 23 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Durlok Anti-Vibration Screw Metric M10, Property Class 12.9. Self-locking without washer. DIN 13 6g thread. 8 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Head Cap Screw Inch BSW 5/16"", Property Class 12.9. Conforming to BS 2470. High grade alloy steel. 18 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Head Cap Screw Metric M42, Property Class 12.9. Conforming to IS 2269, DIN 912, ISO 4762. High grade alloy steel. 19 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS M16 Low Head Socket Head Cap Screw. Conforms to DIN 7984. Material: 8.8 & 10.9 Grade Low Carbon Boron Steel / Medium Carbon Steel. Property class 12.9 as per ISO 898-1. Tensile load 80% of DIN EN ISO 898-1 values. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Button Head Socket Screw Metric M6, Property Class 12.9. Conforming to BS 4168. Large bearing surface low profile head. 9 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"Unbrako Socket Set Screw (Grub Screw) Metric M5, Property Class 45H. Knurled cup point. Conforming to IS 6094, DIN 916, ISO 4029. 12 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
M6 Stainless Steel 202 Grade Allen Cap Screw (Socket Head Cap Screw). Sold per piece. MRP inclusive of 18% GST. 60% off MRP.,Screws
"Unbrako Button Head Socket Screw Metric M5, Property Class 12.9. Conforming to BS 4168. Large bearing surface low profile head. 11 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
"TVS BSW 5/16"" Socket Countersunk Head Cap Screw, Grade 12.9. BS Whitworth thread, medium fit as per BS:84. Special grade alloy steel, hardness 36-44 HRc. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M8 Socket Countersunk Head Cap Screw, Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. ISO Metric 6G thread as per IS:4218. Low & Medium Carbon Boron Steel, property class 8.8 as per IS:1367. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS BSW/BSF 3/16"" Socket Set Screw, Knurled Cup Point. BS Fine / BSW thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M3 Socket Button Head Cap Screw, Grade 12.9. Conforms to ISO 7380-1. 5g6g metric thread as per ISO 261, ISO 965-2, ISO 965-3. Special grade alloy steel, property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M8 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M33 Socket Head Cap Screw (Allen Bolt), Grade 8.8. Conforms to IS:2269, DIN 912, ISO:4762. 8.8 Grade 6g thread. Low & Medium Carbon Boron Steel. Property class 8.8 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"GMF Brand (Ghanshyam Industries) SS 304 Stainless Steel M12 Allen Cap Screw (Socket Head Cap Screw). Metric thread. Hex socket drive. Corrosion resistant, suitable for machinery, equipment, and general industrial use. Sold per piece. MRP inclusive of 18% GST. 50% off MRP.",Screws
"TVS BSW/BSF 1/4"" Socket Set Screw, Knurled Cup Point. BS Fine / BSW thread. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS UNC 3/4"" Socket Head Cap Screw, Grade 12.9. UNC 2A thread as per BS:1580. Special grade alloy steel, conforming to BS:2470. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M4 Socket Set Screw, Knurled Cup Point, Grade 45H. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Conforms to ISO 4029. Special grade alloy steel, property class 45H as per ISO 898-5. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M36 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Available in lengths above 200mm. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M3 Socket Set Screw, Knurled Cup Point, Grade 45H. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Conforms to ISO 4029. Special grade alloy steel, property class 45H as per ISO 898-5. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M12 Socket Set Screw, Knurled Cup Point, Grade 45H. Metric thread 5g6g as per ISO 261, ISO 965-2, ISO 965-3. Conforms to ISO 4029. Special grade alloy steel, property class 45H as per ISO 898-5. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M10 Low Head Socket Head Cap Screw, Grade 8.8. ISO Metric 6g as per IS:4218. Conforms to IS:2269, DIN 912, ISO:4762. Low & Medium Carbon Boron steel, property class 8.8 as per IS:1367. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M4 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M27 Socket Head Cap Screw (Allen Bolt), Grade 12.9. Special grade alloy steel, Property class 12.9 as per ISO 898-1. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Available in lengths above 200mm. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M10 Socket Set Screw, available in Flat Point (ISO 4026), Cone Point (ISO 4027), Dog Point (ISO 4028), Plain Cup Point (ISO 4029) variants. Grade 45H, 5g6g metric thread. Special grade alloy steel, property class 45H as per ISO 898-5. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"TVS M6 Socket Set Screw, available in Flat Point (ISO 4026), Cone Point (ISO 4027), Dog Point (ISO 4028), Plain Cup Point (ISO 4029) variants. Grade 45H, 5g6g metric thread. Special grade alloy steel, property class 45H as per ISO 898-5. Zinc Phosphate (Grey/Black) finish, SST life 72 hours for Red Rust. Sold per piece. MRP inclusive of 18% GST. 40% off MRP.",Screws
"Unbrako Socket Head Shoulder Screw M20(M16), Property Class 12.9. Conforming to BS 4168, DIN 9841, ISO 7379. Precision ground shoulder to h8 tolerance. 8 length variant(s). MRP per 100 pieces, exclusive of GST.",Screws
